"Election ID","Election Name","Society ID","Society Name","Election Start Date","Election End Date"
1105,"Horse Riding Club Society AGM",164,"Horse Riding","2023-05-13 00:00:00","2023-05-18 00:00:00"
1106,"SAFS COMMITTEE 23/34",466,"South Asian Feminist Society","2023-05-11 00:02:00","2023-05-18 00:01:00"
1107,"Hong Kong Public Affairs and Social Services Society, EGM, May 2023",163,"Hong Kong Public Affairs & Social Services Society","2023-05-12 00:00:00","2023-05-30 23:59:00"
1108,"PALS AGM 2023",488,"Peer Assisted Learning Scheme (PALS), (Medics and Dentists)","2023-05-29 00:01:00","2023-05-31 23:59:00"
1109,"Leeds Swift Soc Committee election 23/24",487,"Leeds Swift Soc","2023-05-16 23:01:00","2023-05-21 23:59:00"
1110,"Palestine Solidarity Group AGM",271,"Palestine Solidarity Group","2023-05-15 00:01:00","2023-05-22 00:00:00"
1111,"Mexican Society AGM 2023",235,Mexican,"2023-06-05 22:01:00","2023-06-10 23:59:00"
1112,"Leeds Medics Climbing AGM 2023",500,"Leeds Medics Climbing","2023-05-24 18:00:00","2023-05-26 23:59:00"
1113,"PCI AGM for 2023/2024",275,"Performance and Cultural Industries (PCI)","2023-05-13 09:00:00","2023-05-19 17:59:00"
1114,"CompSoc Committee 23/24",86,CompSoc,"2023-05-15 10:05:00","2023-05-19 17:00:00"
1115,"Saudi society 23/24",308,Saudi,"2023-05-17 16:45:00","2023-05-31 23:55:00"
1116,"RaSoc Committee Elections",521,"Russian Academic Society (RASoc)","2023-05-18 12:00:00","2023-05-25 17:00:00"
1117,"Triathlon AGM",369,Triathlon,"2023-05-15 20:29:00","2023-05-19 20:30:00"
1118,"Fashion Society EGM 2023",122,Fashion,"2023-05-14 00:00:00","2023-05-17 23:59:00"
1119,"Vegetarian & Vegan Society AGM",375,"Vegetarian and Vegan","2023-05-15 12:01:00","2023-05-17 12:00:00"
1120,"Womens Rugby League AGM",302,"Rugby League (w)","2023-05-13 10:00:00","2023-05-19 10:00:00"
1121,"JPSoc - President, Secretary, Treasurer, Social Secretaries election",180,Japanese,"2023-05-20 00:00:00","2023-05-24 23:59:00"
1122,"Telugu Student Society AGM",522,"Telugu Students Society","2023-05-13 00:01:00","2023-05-14 00:01:00"
1123,"Karate Committee Elections 2023",185,Karate,"2023-06-07 18:00:00","2023-06-11 23:59:00"
1124,"Rotaract Club AGM 2023/24",482,"Rotaract Club","2023-05-27 00:01:00","2023-05-30 18:00:00"
1125,"Cheerleading AGM",72,Cheerleading,"2023-05-12 21:12:00","2023-05-13 22:55:00"
1126,"LOGsoc AGM 2023/24",447,"Leeds Obstetrics & Gynaecology Society (LOGsoc), (Medics and Dentists)","2023-05-16 21:10:00","2023-05-21 00:00:00"
1127,"Padel Committee Election 2023/24",518,Pádel,"2023-05-15 17:30:00","2023-05-30 16:00:00"
1128,"High On Life EGM",153,"High on Life","2023-05-17 10:00:00","2023-05-24 17:00:00"
1129,"LUUCV 23/24 committee elections",87,"Conservation Volunteers","2023-05-22 06:00:00","2023-06-05 23:00:00"
1130,"Committee Election for 2023/24",143,"Green Action","2023-05-16 09:00:00","2023-05-23 18:00:00"
1131,"GeogSoc Election 2022/23",137,Geography,"2023-05-19 12:30:00","2023-05-26 12:30:00"
1132,"Real Ale Society AGM",293,"Real Ale","2023-05-16 20:10:00","2023-05-31 23:59:00"
1133,"LUUTIS EGM",367,"Trading and Investments","2023-05-12 10:00:00","2023-05-18 20:00:00"
1134,Testing,396,"Student Activities","2026-07-19 10:00:00","2026-07-26 10:00:00"
1135,"LUUWAFC AGM May 2023",25,"Association Football (w)","2023-05-17 22:00:00","2023-05-19 19:00:00"
1136,"Plant Soc AGM",446,"Plant Society","2023-05-18 12:00:00","2023-05-22 17:00:00"
1137,"Committee Elections 2023/24",301,"Rugby League (m)","2023-05-16 14:20:00","2023-05-19 14:21:00"
1138,"Stage Musicals Society AGM 2023",339,"Stage Musicals Society","2023-06-04 00:00:00","2023-06-05 00:00:00"
1139,"Warhammer Soc EGM",474,"Warhammer Society","2023-05-15 18:02:00","2023-05-20 17:59:00"
1140,"Leeds Sudanese Society Election 2023/24",515,"Leeds Sudanese Society","2023-05-17 00:00:00","2023-05-27 00:00:00"
1141,"ArabSoc 2022-2023 Committee",440,"Arab Society","2023-05-16 16:00:00","2023-05-17 16:00:00"
1142,"Change Ringers Committee Election",71,"Change Ringers","2023-05-22 01:00:00","2023-05-28 23:00:00"
1143,"[""Election""] Careers Secretary, Inclusion and Cultural Officer, Social Media Officer",180,Japanese,"2023-05-18 00:00:00","2023-05-21 23:59:00"
1144,"Spoken Word Society Committee 2023/24",331,"Spoken Word","2023-05-22 15:00:00","2023-05-29 14:59:00"
1145,"Leeds Commercial Awareness Society AGM 2023",477,"Commercial Awareness","2023-05-25 20:51:00","2023-05-30 20:51:00"
1146,"Cutting Edge AGM",96,"Cutting Edge","2023-05-28 00:00:00","2023-05-31 23:59:00"
1148,"Leeds Labour Society AGM 2023",193,Labour,"2023-05-22 16:00:00","2023-05-29 16:00:00"
1149,"Wilderness Medicine Committee 2023/2024",384,"Wilderness Medicine","2023-05-19 12:30:00","2023-05-26 17:00:00"
1150,"Maths - secretary central",228,Mathematical,"2023-05-18 23:00:00","2023-05-21 23:59:00"
1151,"RIGHT TO WALK MAY 2023",465,"The Right to Walk","2023-05-22 11:54:00","2023-05-30 11:54:00"
1152,"Sexpression EGM",314,Sexpression,"2023-05-22 01:29:00","2023-05-27 00:29:00"
1153,"Irish Dance Society EGM",177,"Irish Dancing","2023-05-21 14:00:00","2023-05-25 11:00:00"
1154,"Commuters' Society 2023 AGM - Remaining Role",85,Commuters,"2023-05-22 00:01:00","2023-05-24 00:00:00"
1155,"LUU Jazz and Blues AGM",181,"Jazz & Blues","2023-05-22 18:22:00","2023-05-28 18:22:00"
1156,"Linguistics society election AGM",213,Linguistics,"2023-05-27 10:00:00","2023-06-03 17:00:00"
1157,"UOL Korean Society Committee Elections 23/24 (except for president and vice-president)",188,Korean,"2023-05-27 00:00:00","2023-05-30 13:00:00"
1158,"2023/2024 Comittee",61,"Buddhist Meditation","2023-05-28 00:00:00","2023-07-02 00:00:00"
1159,"ChemSoc, 2023, ROM",74,Chemistry,"2023-05-23 04:30:00","2023-05-26 23:30:00"
1160,"LAMMPS AGM 2023",196,LAMMPS,"2023-05-23 00:00:00","2023-05-28 17:00:00"
1161,"LUU Musical Theatre AGM- 30th May",249,"Musical Theatre Society","2023-05-29 20:00:00","2023-05-30 20:00:00"
1162,"ChemEngSoc Elections",73,"Chemical Engineering","2023-05-22 15:01:00","2023-05-30 14:40:00"
1163,"English Society EGM",114,English,"2023-05-22 15:20:00","2023-05-27 23:59:00"
1164,"Leeds University Medics Paediatrics Society (LUMPS), AGM, May, 2023",450,"Leeds University Medics Paediatrics Society (LUMPS), (Medics and Dentists)","2023-05-26 00:00:00","2023-05-29 23:59:00"
1165,"Treasurer EGM 2023/24",345,"Sub Aqua (Scuba Diving)","2023-05-22 21:30:00","2023-05-26 18:28:00"
1166,"MedSoc AGM 2023-2024",233,"MedSoc (Medicine)","2023-06-12 09:00:00","2023-06-25 12:00:00"
1167,"Leeds RAG AGM- 2023/24 Committee",205,"Leeds RAG","2023-05-26 00:00:00","2023-05-31 00:00:00"
1168,"Leeds East African Society Elections 2023/2024",109,"East African","2023-06-01 05:00:00","2023-06-14 17:00:00"
1169,"WILS add-on election",389,"Women In Leadership","2023-05-24 21:01:00","2023-05-25 23:59:00"
1170,"Motorsport Society EGM",244,"Motorsport Society","2023-05-26 12:00:00","2023-06-02 09:00:00"
1171,"Activities Exec Elections 2023/24",0,"Not Set","2023-06-27 06:30:00","2023-06-29 23:59:00"
1172,"LUU Street Dance, EGM, 2023",341,"Street Dance","2023-05-26 12:00:00","2023-05-28 12:00:00"
1173,"BarSoc 2023-24",36,"Barrister (BarSoc)","2023-05-27 12:00:00","2023-06-01 12:00:00"
1174,"LMD basketball committee elections 22/23",462,"Leeds Medics and Dentists Basketball Club","2023-05-25 23:00:00","2023-06-01 22:00:00"
1175,"British Chinese Society Creative Director EGM 2023-24",58,"British Chinese","2023-05-25 17:02:00","2023-05-31 17:00:00"
1176,"Match Sec",72,Cheerleading,"2023-05-25 18:55:00","2023-05-26 18:55:00"
1177,"Homed EGM",161,Homed,"2023-05-26 00:01:00","2023-06-23 23:59:00"
1178,"LUU Dodgeball Society AGM",107,Dodgeball,"2023-05-27 00:00:00","2023-06-02 23:59:00"
1179,"Chess Committee Election 2023",75,Chess,"2023-05-27 12:30:00","2023-05-29 12:00:00"
1180,"Education Society 2023/24",454,"Education Society","2023-05-28 01:01:00","2023-06-01 12:00:00"
1181,"LUUNC Election 2023/24",254,Netball,"2023-05-28 16:01:00","2023-05-31 14:01:00"
1182,"23/24 Treasurer",214,Lippy,"2023-05-27 01:00:00","2023-05-30 00:00:00"
1183,"Aikido AGM 2023",9,Aikido,"2023-05-27 01:00:00","2023-05-30 17:55:00"
1184,"2023/24 Commitee Election",24,"Association Football (m)","2023-05-24 21:00:00","2023-05-28 17:00:00"
1185,"Kashsoc election 2023/24",484,"Kashmiri Society","2023-05-27 23:30:00","2023-05-28 23:30:00"
1186,"LURUFC Committee Elections 2023",303,"Rugby Union (m)","2023-06-07 09:44:00","2023-06-09 17:00:00"
1187,"Skydiving AGM 2023",321,Skydiving,"2023-05-29 09:00:00","2023-05-30 23:30:00"
1188,"Plastic Surgery Society Elections 2023",431,"Plastics Reconstructive and Aesthetics Surgical Society","2023-05-28 11:55:00","2023-05-30 11:53:00"
1189,"Lishi Daoist Tai Chi AGM",215,"Lishi Daoist Tai Chi","2023-05-28 12:11:00","2023-05-30 12:11:00"
1190,"DigiSoc AGM 2023",452,"Digital Media Society (DigiSoc)","2023-05-29 13:28:00","2023-06-01 13:28:00"
1191,"RadSoc Committee Elections 2023",493,"RADSOC (Radiography Society)","2023-05-29 00:01:00","2023-06-04 12:00:00"
1192,"Presidential Election EGM",86,CompSoc,"2023-05-27 16:01:00","2023-05-29 16:00:00"
1193,"The Arrhythmics AGM for 2023/24",358,"The Arrhythmics","2023-05-28 18:00:00","2023-05-30 23:59:00"
1194,"BPM Society AGM 2023 OLD",54,"BPM - Electronic Music and DJ Society","2023-06-03 00:08:00","2023-06-09 23:59:00"
1195,"Physoc AGM 2023",281,Physics,"2023-05-30 00:00:00","2023-05-31 00:00:00"
1196,"Folk & Thackray AGM 2023 re-run",128,"Folk and Thackray Sage Morris","2023-05-28 14:00:00","2023-06-05 14:00:00"
1197,"Leeds General Surgery Society AGM 23/24",502,"General Surgery Society","2023-05-29 00:00:00","2023-06-01 23:59:00"
1198,"2023/24 Rifle Committee Election",295,Rifle,"2023-05-28 13:30:00","2023-06-04 13:00:00"
1199,"Mixed Ability Sport AGM 2023",332,"Sport for Non-Sporters","2023-05-29 12:00:00","2023-05-30 23:00:00"
1200,"Gymnastics Social Sec EGM 23/24",146,Gymnastics,"2023-05-31 12:05:00","2023-06-07 11:59:00"
1201,"Neuroscience Society AGM 2023/24",255,"Neuroscience Society","2023-06-03 08:00:00","2023-06-17 20:00:00"
1202,"LUUMIC 2023 Election",218,"LUUMIC (Music Impact in the Community)","2023-05-30 13:00:00","2023-06-12 12:00:00"
1203,"Events secretary",320,Skate,"2023-05-31 10:00:00","2023-06-03 10:00:00"
1204,"Rounders AGM",298,Rounders,"2023-05-31 00:02:00","2023-06-02 23:59:00"
1205,"JPSoc - Social Secretary Election",180,Japanese,"2023-06-07 00:00:00","2023-06-09 23:59:00"
1206,"Teddy bear hospital AGM 2",354,"Teddy Bear Hospital","2023-06-03 12:00:00","2023-06-09 10:11:00"
1207,"Laidlaw Society, AGM, May 2023",453,"Laidlaw Society","2023-06-03 00:00:00","2023-06-05 23:59:00"
1208,"Nutritank AGM",430,"Leeds Nutritank (Medics and Dentists)","2023-06-02 00:01:00","2023-06-07 23:59:00"
1209,"Futsal 23/24 - Take 2",526,"Futsal (w)","2023-06-02 14:01:00","2023-06-06 14:00:00"
1210,president,495,Malayalee,"2022-06-04 22:30:00","2022-06-08 22:30:00"
1211,"Secretary - incorrect set up",495,Malayalee,"2022-06-04 22:38:00","2022-06-08 22:38:00"
1212,"Treasurer - incorrect set up",495,Malayalee,"2022-06-04 22:42:00","2022-06-08 22:42:00"
1213,"Events Rep - incorrect set up",495,Malayalee,"2022-06-04 22:45:00","2022-06-08 22:45:00"
1214,"Social Media Rep - incorrect set up",495,Malayalee,"2022-06-04 22:47:00","2022-06-08 22:47:00"
1215,"Poker Soc Committee 2023/24",524,"Leeds University Union Poker Society","2023-06-04 15:47:00","2023-06-17 18:47:00"
1216,ignore,524,"Leeds University Union Poker Society","2023-06-03 12:52:00","2023-06-13 12:51:00"
1217,Ignore,524,"Leeds University Union Poker Society","2023-06-03 12:54:00","2023-06-13 12:53:00"
1218,"Adventist Students on Campus, AGM, May 2023",5,"Adventist Students on Campus","2023-06-02 18:01:00","2023-06-11 23:59:00"
1219,Ignore,524,"Leeds University Union Poker Society","2023-06-03 13:07:00","2023-06-13 13:07:00"
1220,Ignore,524,"Leeds University Union Poker Society","2023-06-03 13:10:00","2023-06-13 13:10:00"
1221,"Second Round Election - Social Media Sec",34,"Band Soc","2023-06-04 00:00:00","2023-06-06 23:58:00"
1222,"SCEF AGM 2023-24",509,"Student Clinical Ethics Forum","2023-06-03 09:00:00","2023-06-11 23:58:00"
1223,"Food Science and Nutrition society EGM",130,"Food Science and Nutrition","2023-06-21 16:40:00","2023-06-30 16:40:00"
1224,"Leeds Album Review Society AGM",496,"Music Album Review","2023-06-06 21:00:00","2023-06-07 23:59:00"
1225,"CivSoc (Civil Engineering) AGM",78,"CivSoc (Civil Engineering)","2023-06-05 00:00:00","2023-06-11 23:59:00"
1226,"Committee President",121,"Faculty of Biological Sciences (FoBSoc)","2023-06-05 12:01:00","2023-06-10 10:00:00"
1227,"Lawyers Without Borders Leeds Student Division Committee Election 2023/2024",510,"Lawyers Without Borders Leeds Student Division","2023-06-06 09:00:00","2023-06-14 09:00:00"
1228,"ChemSoc, 2023, President ROM",74,Chemistry,"2023-06-05 09:00:00","2023-06-09 09:00:00"
1229,"Pathology Enterprise Research and Knowledge Society (PERKS) AGM June 2023",523,"Pathology, Enterprise, Research and Knowledge Society (PERKS)","2023-06-08 18:01:00","2023-06-15 18:01:00"
1231,"Enactus Elections May 2023",113,"Enactus Leeds","2023-06-02 18:30:00","2023-06-05 18:00:00"
1232,"Irish Dance Scoiety EGM for secretary role",177,"Irish Dancing","2023-06-06 16:00:00","2023-06-13 16:00:00"
1233,"Sikh Society 2023-2024",318,Sikh,"2023-06-05 14:01:00","2023-06-10 12:43:00"
1234,"Leeds Dental Aesthetics Society (LDAS) AGM",511,"Leeds Dental Aesthetics Society (LDAS)","2023-06-16 16:00:00","2023-06-20 16:00:00"
1235,"AGM 2023",506,"Student Action for Community Arts","2023-06-06 19:00:00","2023-06-08 18:00:00"
1236,"AGM 2023",460,"The Worsley Times (Medics and Dentists)","2023-06-09 17:16:00","2023-06-16 17:16:00"
1237,"Big Open Party AGM Elections",47,"Big Open Party","2023-06-06 12:00:00","2023-06-12 12:00:00"
1238,"SFGH AGM May 2023",343,"Students for Global Health Leeds","2023-06-13 09:00:00","2023-06-20 21:00:00"
1239,"PhilSoc EGM - Treasurer 2023/2024",277,"Philosophy (Leeds University Philosophical Society)","2023-06-06 13:00:00","2023-06-10 12:00:00"
1240,"Fencing AGM",124,Fencing,"2023-06-08 00:01:00","2023-06-13 23:59:00"
1241,"social sec heelz dance",480,"Heelz Dance","2023-06-10 00:00:00","2023-06-14 00:00:00"
1242,"Historia Normannis 2023",155,"Historia Normannis","2023-06-07 16:51:00","2023-06-08 17:50:00"
1243,"Film Society 2023/24 EGM",126,Film,"2023-06-09 12:00:00","2023-06-16 12:00:00"
1244,"UBT Elections",208,"Leeds Uni Boob Team","2023-06-09 09:00:00","2023-06-13 20:00:00"
1245,"Triathlon AGM 2",369,Triathlon,"2023-06-10 09:00:00","2023-06-16 20:00:00"
1246,"Chess Society 2nd Election 2023",75,Chess,"2023-06-10 13:00:00","2023-06-12 13:00:00"
1247,"Rotaract AGM 2023-2024",482,"Rotaract Club","2023-06-09 13:01:00","2023-06-16 12:00:00"
1248,"Spoken word election 2023/4 2",331,"Spoken Word","2023-06-10 12:02:00","2023-06-12 11:57:00"
1249,"Extended - Leeds Commercial Awareness Society AGM 2023",477,"Commercial Awareness","2023-06-11 09:00:00","2023-06-19 20:30:00"
1250,"MASSoc AGM 2023",224,"Malaysian & Singaporean","2023-06-10 07:00:00","2023-06-11 10:00:00"
1251,"dancesport summer elections 2023",99,"Dancesport (Ballroom and Latin)","2023-06-11 12:01:00","2023-06-19 18:00:00"
1252,"Hong Kong Society Committees Election 2023",162,"Hong Kong","2023-06-12 00:00:00","2023-06-30 18:15:00"
1253,"CardioSoc AGM 2023/24",448,"CardioSoc (Medics and Dentists)","2023-06-12 18:10:00","2023-06-18 18:00:00"
1254,"Leeds Malayalee Society AGM 2023",495,Malayalee,"2023-06-13 16:01:00","2023-06-15 16:01:00"
1255,"Judo AGM 2023",184,Judo,"2023-07-21 00:00:00","2023-07-31 23:59:00"
1256,"Physoc Election 2023",281,Physics,"2023-06-13 00:00:00","2023-06-17 00:00:00"
1257,"Leeds RAG AGM 23-24",205,"Leeds RAG","2023-06-16 09:38:00","2023-06-18 09:36:00"
1258,"PALS EGM 23/24",488,"Peer Assisted Learning Scheme (PALS), (Medics and Dentists)","2023-06-26 00:01:00","2023-06-30 12:00:00"
1259,"RASoc AGM",521,"Russian Academic Society (RASoc)","2023-06-16 12:00:00","2023-06-23 12:00:00"
1260,"LUMPS EGM 2023",450,"Leeds University Medics Paediatrics Society (LUMPS), (Medics and Dentists)","2023-06-16 09:00:00","2023-06-21 17:00:00"
1261,"Horse Riding EGM",164,"Horse Riding","2023-06-15 15:30:00","2023-06-18 12:30:00"
1262,Committee,504,Tealights,"2023-06-16 13:15:00","2023-06-17 13:15:00"
1264,"DentSoc AGM For 2023-2024 Committee",103,DentSoc,"2023-06-15 18:00:00","2023-06-19 23:59:00"
1265,"Committee Treasurer",121,"Faculty of Biological Sciences (FoBSoc)","2023-06-18 21:58:00","2023-06-21 21:58:00"
1266,President,121,"Faculty of Biological Sciences (FoBSoc)","2023-06-17 22:31:00","2023-06-23 22:30:00"
1267,"LUUNC Election 2023/24",254,Netball,"2023-06-19 13:18:00","2023-06-26 13:18:00"
1268,"Leeds Friends of MSF AGM",135,"Friends of MSF","2023-06-18 15:12:00","2023-06-21 14:12:00"
1269,"Futsal AGM 2023",136,"Futsal (m)","2023-06-17 16:00:00","2023-06-21 20:00:00"
1270,"Hung Kuen AGM",166,"Hung Kuen","2023-06-21 18:46:00","2023-06-30 18:45:00"
1271,"CICC LEEDS COMMITEE ELECTION 2023/2024",485,"CICC Ignite","2023-06-19 00:00:00","2023-06-26 00:00:00"
1272,"Constitution Changes Referendum",246,MSRC,"2023-06-08 18:00:00","2023-06-08 20:00:00"
1273,"Election 2",239,Midwifery,"2023-06-18 12:01:00","2023-06-21 14:00:00"
1274,"Bedside Buddies, AGM, June 2023",41,"Bedside Buddies","2023-06-16 17:02:00","2023-06-23 17:30:00"
1275,"LUUWAFC EGM June 2023",25,"Association Football (w)","2023-06-22 09:00:00","2023-06-24 18:00:00"
1276,"LEEDS UN SOCIETY AGM 2023-2024",209,"Leeds United Nations","2023-06-16 00:00:00","2023-06-17 00:15:00"
1277,"EARS AGM (2 positions)",110,"East Asian Research (EARS)","2023-06-15 19:43:00","2023-06-16 19:44:00"
1278,test,396,"Student Activities","2023-06-09 10:44:00","2023-06-09 10:46:00"
1279,"Badminton Elections",30,Badminton,"2023-06-20 00:01:00","2023-06-27 00:01:00"
1280,"LMDBC Elections",494,"Leeds Medics and Dentists Badminton Club (LMDBC), (Medics and Dentists)","2023-06-21 00:01:00","2023-06-27 23:59:00"
1281,"Women In Engineering, AGM, June 2023",388,"Women in Engineering","2023-06-19 16:00:00","2023-06-21 16:00:00"
1282,"EGM June 2023",209,"Leeds United Nations","2023-06-18 12:00:00","2023-06-19 12:00:00"
1283,"2023/24 swiftsoc election 2",487,"Leeds Swift Soc","2023-06-25 00:02:00","2023-07-01 00:00:00"
1284,"Test Referendum June 23",396,"Student Activities","2023-06-12 12:39:00","2023-06-12 17:41:00"
1285,"MechEngSoc 23/24 Elections",230,"Mechanical Engineering (Mech Eng Soc)","2023-06-25 00:00:00","2023-06-28 23:59:00"
1286,"Mixed Ability Sport AGM Secretary Only",332,"Sport for Non-Sporters","2023-06-19 22:00:00","2023-06-26 17:00:00"
1287,"Entrepreneurs Committee Election 2023",115,Entrepreneurs,"2023-07-10 00:00:00","2023-07-14 00:00:00"
1288,"ArabSoc 2023-2024",440,"Arab Society","2023-06-24 12:00:00","2023-06-30 12:00:00"
1289,"Pakistani Society AGM 2023/24",270,Pakistani,"2023-06-24 12:00:00","2023-06-28 19:00:00"
1290,"Green Action Committee Election 2023/24",143,"Green Action","2023-06-22 09:00:00","2023-06-30 18:00:00"
1291,"Annual General Meeting 2023",168,"Ice Hockey","2023-06-22 09:00:00","2023-06-28 17:00:00"
1292,"Vice President 2023/24",301,"Rugby League (m)","2023-06-24 10:08:00","2023-06-26 10:08:00"
1293,"RIGHT TO WALK 2023 ELECTION",465,"The Right to Walk","2023-06-24 10:46:00","2023-06-30 10:46:00"
1294,"Open Theatre EGM - Inclusivity Officer",263,"Open Theatre","2023-06-26 10:00:00","2023-06-27 20:00:00"
1295,"Social Media Election Role",515,"Leeds Sudanese Society","2023-06-24 12:00:00","2023-06-25 12:00:00"
1296,"SocCrimSoc, AGM, June 2023",92,"SocCrimSoc (Sociology, Social Policy and Criminal Justice Society)","2023-06-27 09:05:00","2023-06-29 09:00:00"
1297,"Leeds Uni Boob Team (UBT) EGM",208,"Leeds Uni Boob Team","2023-06-26 15:01:00","2023-06-30 15:00:00"
1298,"LUUKBKM Social Sec No.2 EGM",187,"Kickboxing + Krav Maga","2023-06-24 11:00:00","2023-06-30 12:00:00"
1299,"FILSOC AGM 2",125,Filipino,"2023-06-26 09:00:00","2023-06-29 17:00:00"
1300,"Leeds Rheumatology and Musculoskeletal Medicine Society (LRMMS) Annual Election",429,"Leeds Rheumatology and Musculoskeletal Medicine Society (LRMMS)","2023-06-29 10:05:00","2023-07-10 10:05:00"
1301,"Neurodivergent society AGM",256,Neurodivergent,"2023-06-28 10:00:00","2023-07-05 23:59:00"
1302,"MexSoc's 2023 AGM",235,Mexican,"2023-06-27 17:01:00","2023-06-30 17:00:00"
1303,"MedSoc Charities AGM 2023-2024",501,"MedSoc Charities","2023-06-26 20:00:00","2023-07-04 19:00:00"
1304,"BEAT society AGM",40,BEAT,"2023-06-28 17:05:00","2023-07-04 17:05:00"
1305,"Debating Comp officer RON",102,Debating,"2023-06-28 00:00:00","2023-07-05 00:00:00"
1306,"Greek and Cypriot Society of Leeds Elections",142,"Greek and Cypriot","2023-06-28 11:41:00","2023-06-29 11:41:00"
1307,"Lawyers Without Borders Leeds Student Division Core-Roles Election 2023/2024",510,"Lawyers Without Borders Leeds Student Division","2023-06-27 10:03:00","2023-07-03 10:02:00"
1308,"dancesport summer elections 2023 rerun",99,"Dancesport (Ballroom and Latin)","2023-06-27 12:01:00","2023-06-30 18:00:00"
1309,"SCEF AGM",509,"Student Clinical Ethics Forum","2023-06-27 15:00:00","2023-06-30 13:00:00"
1310,"LUU Turkic Society Committee 2023/24 AGM Elections",444,"Turkic Society","2023-06-28 00:01:00","2023-06-30 23:59:00"
1311,"AGM 2023",303,"Rugby Union (m)","2023-06-29 17:00:00","2023-07-06 11:00:00"
1312,"EARS EGM (2 positions)",110,"East Asian Research (EARS)","2023-06-27 16:17:00","2023-06-30 16:17:00"
1313,"LUUNC Captain EGM",254,Netball,"2023-06-27 20:50:00","2023-06-30 17:42:00"
1314,"Leeds Dental Aesthetics Society",511,"Leeds Dental Aesthetics Society (LDAS)","2023-07-05 12:00:00","2023-07-07 21:00:00"
1315,Committee,504,Tealights,"2023-07-01 11:10:00","2023-07-02 11:10:00"
1316,"Indonesian Society AGM 23/24",469,"Indonesian Society","2023-06-29 12:05:00","2023-06-30 22:00:00"
1317,"CoffeeSoc, AGM, Jun/Jul 2023",81,Coffee,"2023-06-28 18:02:00","2023-06-30 23:58:00"
1318,"HaemSoc election 2023/2024",443,HaemSoc,"2023-06-29 00:00:00","2023-07-04 23:59:00"
1319,"University of Leeds Boat Club EGM 2023",299,Rowing,"2023-07-10 23:59:00","2023-07-13 23:59:00"
1320,"Mathsoc AGM June 2023",228,Mathematical,"2023-06-28 17:07:00","2023-07-02 00:00:00"
1321,"First Love Society AGM 23/24",436,"First Love","2023-06-30 00:00:00","2023-07-01 00:00:00"
1322,"LUUMIC Treasurer",218,"LUUMIC (Music Impact in the Community)","2023-06-30 10:00:00","2023-07-05 10:00:00"
1323,"Leeds East African Society Elections 23/24",109,"East African","2023-06-30 00:05:00","2023-07-03 23:59:00"
1324,"Election 2023",431,"Plastics Reconstructive and Aesthetics Surgical Society","2023-06-29 20:22:00","2023-06-30 22:22:00"
1325,"Remaining committee positions 23/24",306,"Sailing Club","2023-07-03 06:00:00","2023-07-04 18:00:00"
1326,"CardioSoc EGM",448,"CardioSoc (Medics and Dentists)","2023-06-29 20:01:00","2023-06-30 20:30:00"
1327,"BPM AGM 2023",54,"BPM - Electronic Music and DJ Society","2023-06-30 09:01:00","2023-07-06 09:01:00"
1328,"RAG EGM- Key Roles for 23/24",205,"Leeds RAG","2023-06-29 23:05:00","2023-07-03 23:00:00"
1329,"23/24 Volleyball Committee Outstanding positions",380,Volleyball,"2023-06-30 00:01:00","2023-07-01 23:59:00"
1330,"Bedside Buddies AGM 2023-2024 Social media rep",41,"Bedside Buddies","2023-06-30 10:03:00","2023-07-02 09:44:00"
1331,"Iranian Society Committee Election",176,Iranian,"2023-07-01 00:02:00","2023-07-05 23:59:00"
1332,"The Scribe 23 AGM LAST CHANCE",361,"The Scribe","2023-07-01 00:00:00","2023-07-11 14:40:00"
1333,"Leeds Mallu soc AGM 2023",495,Malayalee,"2023-07-03 17:13:00","2023-07-05 17:13:00"
1334,"Black Fem Soc Election",50,"Black Feminist Society","2023-07-08 12:01:00","2023-07-15 12:00:00"
1335,"Nasoc Elections for 2023/24",479,"North African Society","2023-07-01 19:00:00","2023-07-03 18:00:00"
1336,"Tennis AGM Additional Committee Positions 23/24",355,"Tennis (m & w)","2023-07-04 09:00:00","2023-07-11 21:00:00"
1337,"DigiSoc Committee Vote 2023/24",452,"Digital Media Society (DigiSoc)","2023-07-03 10:15:00","2023-07-07 23:59:00"
1338,"MSRC EGM",246,MSRC,"2023-07-08 08:00:00","2023-07-16 23:59:00"
1339,"Chinese Society AGM",76,Chinese,"2023-07-06 07:01:00","2023-07-12 23:43:00"
1340,"Head of Digital / Secretary",214,Lippy,"2023-07-14 00:00:00","2023-07-16 00:00:00"
1341,"Leeds General Surgery Society EGM 23/24",502,"General Surgery Society","2023-07-08 00:00:00","2023-07-13 23:59:00"
1342,"Students for Global Health Leeds AGM 2023",343,"Students for Global Health Leeds","2023-07-09 09:00:00","2023-07-16 23:59:00"
1343,"AvSoc Elections 2023-24",28,Aviation,"2023-07-07 00:01:00","2023-07-08 00:01:00"
1344,"2023-2024 elections final",142,"Greek and Cypriot","2023-07-08 09:00:00","2023-07-09 09:00:00"
1345,"Big Open Party AGM Elections",47,"Big Open Party","2023-07-28 16:00:00","2023-08-04 16:00:00"
1346,"SocCrimSoc AGM 2023/34 No.2",92,"SocCrimSoc (Sociology, Social Policy and Criminal Justice Society)","2023-07-08 16:00:00","2023-07-10 16:00:00"
