"Election ID","Election Name","Society ID","Society Name","Election Start Date","Election End Date"
7,"NUS Delegate Election",0,"Not Set","2021-12-06 07:00:00","2021-12-10 19:00:00"
21,"Treasurer Replacement Election",62,Bulgarian,"2021-10-30 16:01:00","2021-11-01 23:59:00"
22,"Casual Kickabout EGM",68,"Casual Kickabout","2021-11-10 22:00:00","2021-11-15 22:00:00"
23,"Student Action for Refugees EGM",342,"Student Action for Refugees","2021-11-08 21:08:00","2021-11-12 21:00:00"
24,"Cutting Edge EGM",96,"Cutting Edge","2021-11-25 00:00:00","2021-12-01 23:59:00"
25,"LUFILSOC EGM",125,Filipino,"2021-11-03 17:01:00","2021-11-10 17:00:00"
26,"LOMSS EGM",265,"Oral Medicine & Surgery","2021-11-06 23:01:00","2021-11-12 23:00:00"
27,"Karate EGM - Publicity and Welfare Officer Elections",185,Karate,"2021-11-15 00:00:00","2021-11-19 23:59:00"
29,"Animal Crossing EGM (President)",15,"Cosy Games Society","2021-11-18 09:00:00","2021-11-24 22:00:00"
30,"LUUWHC EGM",160,"Hockey (w)","2021-11-01 17:00:00","2021-11-05 17:00:00"
31,"BIG OPEN PARTY EGM",47,"Big Open Party","2021-11-16 13:52:00","2021-11-24 13:52:00"
32,"Fencing EGM",124,Fencing,"2021-11-08 14:17:00","2021-11-15 14:17:00"
33,"Canoe Club EGM",65,"Canoe Club","2021-11-10 00:00:00","2021-11-24 23:59:00"
34,"Trampoline Committee 2021",368,Trampoline,"2021-11-04 00:00:00","2021-11-05 16:21:00"
35,"Darts Society EGM",100,Darts,"2021-11-08 19:30:00","2021-11-09 21:30:00"
36,"Catholic Society EGM",69,Catholic,"2021-11-16 08:00:00","2021-11-19 15:00:00"
37,"Scout and Guide EGM",313,"Scout & Guide","2021-11-30 12:02:00","2021-12-07 12:02:00"
41,"Ultimate Frisbee EGM - November 2021",372,"Ultimate Frisbee","2021-11-11 00:01:00","2021-11-14 23:59:00"
42,"Archery EGM",20,Archery,"2021-11-15 09:01:00","2021-11-21 21:00:00"
43,"Physics EGM",281,Physics,"2021-11-18 00:01:00","2021-11-22 23:59:00"
46,"LUUMS EGM",219,"LUUMS (Music)","2021-11-10 09:01:00","2021-11-12 21:00:00"
48,"Jazz and Blues EGM",181,"Jazz & Blues","2021-11-11 14:01:00","2021-11-13 17:00:00"
50,"Amnesty International EGM",13,"Amnesty International","2021-11-11 20:01:00","2021-11-16 14:00:00"
51,"Neurodivergent EGM",256,Neurodivergent,"2021-11-11 00:00:00","2021-11-22 23:59:00"
52,"LAMMPS EGM",196,LAMMPS,"2021-11-14 00:00:00","2021-11-18 23:59:00"
53,"Tae-Kwon-Do EGM",352,Tae-Kwon-Do,"2021-11-10 00:00:00","2021-11-13 00:00:00"
54,"Leeds Rheumatology and Musculoskeletal Medicine Society (LRMMS) EGM",429,"Leeds Rheumatology and Musculoskeletal Medicine Society (LRMMS)","2021-11-15 00:00:00","2021-11-21 23:59:00"
55,"Badminton Committee Election",30,Badminton,"2021-11-15 17:14:00","2021-11-21 17:15:00"
56,"LUUWAFC EGM November 2021",25,"Association Football (w)","2021-11-05 17:01:00","2021-11-07 17:00:00"
57,"People and Planet EGM",274,"People & Planet","2021-11-05 18:33:00","2021-11-07 18:33:00"
58,"CompSoc Elections",86,CompSoc,"2021-11-08 10:01:00","2021-11-12 23:58:00"
60,"POLISSOC Election",283,"Politics and International Studies (POLIS)","2021-11-07 13:30:00","2021-11-15 13:30:00"
61,"LUU Music Theatre Society EGM",249,"Musical Theatre Society","2021-12-06 12:00:00","2021-12-06 18:30:00"
63,"Post-Graduate Society EGM",286,"Postgraduate Society (LUUP)","2021-11-17 00:00:00","2021-11-24 00:00:00"
64,"Leeds Uni Boob Team EGM",208,"Leeds Uni Boob Team","2021-11-09 00:01:00","2021-11-14 23:59:00"
65,"German Society EGM",138,German,"2021-11-09 09:00:00","2021-11-09 17:00:00"
66,"Sociology & Social Policy Society EGM",326,"Sociology & Social Policy","2021-11-11 09:00:00","2021-11-15 17:00:00"
67,"Korfball Committee Elections",189,Korfball,"2021-11-13 09:00:00","2021-11-19 09:00:00"
68,"The Arrhythmics EGM",358,"The Arrhythmics","2021-11-18 00:01:00","2021-11-24 23:59:00"
69,"Mid Semester 1 Election",277,"Philosophy (Leeds University Philosophical Society)","2021-11-16 17:32:00","2021-11-21 17:32:00"
70,"French Society Election Nov 2021",134,French,"2021-11-12 00:00:00","2021-11-19 00:00:00"
71,"CivSoc (Civil Engineering)",78,"CivSoc (Civil Engineering)","2021-11-16 00:00:00","2021-11-22 00:00:00"
72,"LeedsISoc AGM 2021",178,Islamic,"2021-11-22 00:00:00","2021-11-24 23:59:00"
73,"High on Life EGM",153,"High on Life","2021-11-14 18:00:00","2021-11-19 18:00:00"
74,"Her Campus EGM",152,"Her Campus","2021-11-16 12:15:00","2021-11-23 17:00:00"
76,"MSRC EGM",246,MSRC,"2021-11-16 09:00:00","2021-11-20 22:00:00"
77,"Pantomime Society EGM!",273,Pantomime,"2021-11-11 17:00:00","2021-11-16 20:00:00"
81,"LGBT+Soc EGM",210,LGBT,"2021-11-18 00:00:00","2021-11-25 23:59:00"
82,"Rounders EGM",298,Rounders,"2021-12-01 13:06:00","2021-12-07 09:10:00"
83,"Performing Arts EGM",276,"Performing Arts","2021-11-25 00:01:00","2021-11-28 23:59:00"
84,"Dancesport EGM",99,"Dancesport (Ballroom and Latin)","2021-11-15 00:00:00","2021-11-17 23:59:00"
85,"Union Music Library EGM",374,"Union Music Library","2021-11-15 00:00:00","2021-11-19 23:59:00"
86,"Psyched EGM",288,"Psyched (Psychiatry)","2021-11-20 06:00:00","2021-11-28 23:59:00"
87,"English Society EGM",114,English,"2021-11-19 12:00:00","2021-11-23 12:00:00"
88,"Greek and Cypriot Society of Leeds Additional elections",142,"Greek and Cypriot","2021-11-17 09:29:00","2021-11-17 18:26:00"
89,"Theology and Religious Studies EGM",370,"TRS Society (Theology and Religion)","2021-11-15 00:00:00","2021-11-17 00:00:00"
90,"Homed EMG",161,Homed,"2021-12-01 00:00:00","2021-12-07 00:00:00"
91,"Envirosoc EGM",116,"Environmental (EnviroSoc)","2021-11-22 14:00:00","2021-11-27 12:00:00"
92,"German Society EGM Sports Secretary",138,German,"2021-11-12 20:00:00","2021-11-14 08:00:00"
93,"East Asian Research Society EGM",110,"East Asian Research (EARS)","2021-11-19 12:01:00","2021-11-26 23:59:00"
94,"ShockSoc November EGM",316,"ShockSoc (Electrical Engineering)","2021-11-21 00:01:00","2021-11-26 23:59:00"
95,"Animal Crossing EGM (Treasurer)",15,"Cosy Games Society","2021-11-18 09:00:00","2021-11-24 09:00:00"
96,"Animal Crossing EGM (Secretary)",15,"Cosy Games Society","2021-11-18 09:00:00","2021-11-24 20:00:00"
97,"Lax EGM",194,"Lacrosse (m)","2021-11-19 00:00:00","2021-11-19 23:59:00"
98,"Teddy Bear Hospital EGM",354,"Teddy Bear Hospital","2021-12-03 00:00:00","2021-12-04 23:59:00"
99,"Backstage EGM",29,Backstage,"2021-12-03 00:01:00","2021-12-10 14:00:00"
100,"Vibes Bollywood Dance Society EGM",377,"Vibes: Bollywood Dance","2021-11-20 12:30:00","2021-11-26 12:30:00"
101,"Leeds University Malaysian Society EGM",223,Malaysian,"2021-11-19 00:00:00","2021-11-23 23:59:00"
102,"Bhangra society - committee 2021-22",45,"Bhangra Dance Society","2021-11-20 17:18:00","2021-11-30 17:18:00"
103,"Healthcare Innovation Team AGM",148,"Healthcare Innovation Team Leeds","2021-11-20 00:00:00","2021-11-21 23:59:00"
104,"Veg Soc EGM",375,"Vegetarian and Vegan","2021-11-19 21:00:00","2021-11-23 21:00:00"
105,"Faculty of Biological Sciences (FoBSoc) EGM",121,"Faculty of Biological Sciences (FoBSoc)","2021-11-22 00:00:00","2021-11-24 23:59:00"
106,"2021- 2022 Social Secretary Election",295,Rifle,"2021-11-11 23:59:00","2021-11-13 23:59:00"
107,"Nepsoc egm",253,Nepalese,"2021-11-16 17:01:00","2021-11-23 17:00:00"
109,"LUUWHC EGM",160,"Hockey (w)","2021-11-13 10:09:00","2021-11-16 10:09:00"
110,"Yoga Society EGM",392,"Yoga Society","2021-11-21 18:00:00","2021-11-26 16:00:00"
111,secretary,440,"Arab Society","2021-11-13 13:00:00","2021-11-13 17:01:00"
112,"Quidditch EGM",291,Quadball,"2021-11-17 20:00:00","2021-11-20 12:00:00"
113,"Leeds Kurdish Society EGM",191,Kurdish,"2021-11-21 12:00:00","2021-11-26 12:00:00"
114,"British Red Cross - EGM",59,"British Red Cross","2021-12-21 00:00:00","2021-12-31 23:59:00"
115,"School of Design EGM",327,"SODSoc (School of Design)","2022-10-26 08:00:00","2022-10-31 23:55:00"
116,"SASHA committee election",438,"Students Against Sexual Harassment & Assault (SASHA)","2021-11-19 00:00:00","2021-11-22 00:00:00"
117,"Leeds Media Students EGM",202,"Leeds Media Students","2021-11-25 00:00:00","2021-11-30 00:00:00"
118,"DentSoc EGM",103,DentSoc,"2021-11-22 00:00:00","2021-11-28 23:59:00"
119,"Medieval Society EGM",232,"Medieval Society","2021-11-22 13:01:00","2021-11-27 13:00:00"
120,"Barbell Club Social Sec Election",35,"Barbell Club","2021-11-29 13:31:00","2021-12-06 13:31:00"
121,"Leeds Universities St John Ambulance Society EGM",337,"St. John Ambulance","2021-11-25 00:00:00","2021-11-26 00:00:00"
122,"Leeds RAG EGM",205,"Leeds RAG","2021-11-29 17:30:00","2021-12-06 17:00:00"
123,"Natural Sciences Society Reopening Committee Elections 2021-2022",252,"Natural Sciences","2021-12-01 08:00:00","2021-12-10 22:00:00"
124,"Vertical Fitness EGM",376,"Vertical Fitness","2021-11-15 20:01:00","2021-11-18 20:00:00"
125,"Pakistani Society EGM",270,Pakistani,"2021-12-10 13:00:00","2021-12-15 23:59:00"
127,"Leeds Filmmaking Society 2021/2022 Election",127,"Film Making","2021-11-22 00:01:00","2021-11-27 23:58:00"
128,"Students for Sensible Drug Policy (SSDP) EGM",344,"Students for Sensible Drug Policy","2021-11-22 08:00:00","2021-11-26 23:59:00"
129,"Leeds Marrow EGM",201,"Leeds Marrow","2021-11-22 13:00:00","2021-11-26 13:00:00"
131,"Neural Networks EGM",255,"Neuroscience Society","2021-12-01 00:01:00","2021-12-07 00:00:00"
132,"Leeds Healthcare Students for Climate Action EGM",149,"Healthcare Students for Climate Action - HESCA","2021-12-02 20:01:00","2021-12-06 20:00:00"
133,"Open Theatre Society EGM",263,"Open Theatre","2021-11-24 00:01:00","2021-11-28 23:59:00"
134,"EGM Mexican Student Society Leeds",235,Mexican,"2021-11-29 09:00:00","2021-12-05 18:00:00"
135,"Sci Fi and Fantasy Society EGM",310,"Sci Fi and Fantasy","2021-11-29 14:00:00","2021-12-13 12:00:00"
136,"Italian Society EGM",179,"Italian Society","2021-12-02 00:00:00","2021-12-07 23:59:00"
137,"Sports manager & Design manager",188,Korean,"2021-11-21 09:01:00","2021-11-26 09:00:00"
138,"Rounders EGM 1",298,Rounders,"2021-12-04 18:20:00","2021-12-06 16:30:00"
139,"Chinese Society EGM",76,Chinese,"2021-11-21 10:51:00","2021-11-24 10:50:00"
140,"Band Soc EGM",34,"Band Soc","2021-12-13 12:00:00","2021-12-22 23:59:00"
141,"LAMMPS EGM 2.0",196,LAMMPS,"2021-11-29 15:01:00","2021-12-06 15:01:00"
143,"Polish Society Committee Election 2021/2022",282,Polish,"2021-11-24 09:00:00","2021-11-24 23:00:00"
144,"Yoga Society EGM",392,"Yoga Society","2021-12-31 18:01:00","2022-01-10 15:00:00"
145,"Mechanical Engineering Society EGM",230,"Mechanical Engineering (Mech Eng Soc)","2021-11-27 12:01:00","2021-11-29 23:59:00"
147,"Brazilian Jiu Jitsu EGM",55,"Brazilian Jiu Jitsu","2021-12-01 12:01:00","2021-12-12 23:58:00"
150,"People and Planet EGM",274,"People & Planet","2021-11-28 00:00:00","2021-11-30 16:49:00"
151,"CivSoc civil engineering",78,"CivSoc (Civil Engineering)","2021-11-30 00:00:00","2021-12-01 11:58:00"
152,"LSTV - Head of Tech and Finance Election",217,LSTV,"2021-11-30 00:00:00","2021-12-02 23:59:00"
153,"Quidditch EGM - part 2",291,Quadball,"2021-12-01 20:00:00","2021-12-05 19:00:00"
154,"LUUWAFC EGM December 2021",25,"Association Football (w)","2021-12-02 21:00:00","2021-12-05 16:00:00"
155,"Leeds Filmmaking Society Election 2021/2022",127,"Film Making","2022-01-20 00:00:00","2022-01-22 23:59:00"
156,"Feminist Society EGM",123,Feminist,"2021-12-13 09:00:00","2021-12-20 10:00:00"
157,"Table Tennis EGM",351,"Table Tennis","2021-12-04 13:01:00","2021-12-11 12:59:00"
158,"Economics Society EGM",111,"Economics Society","2022-01-08 00:00:00","2022-01-21 21:59:00"
159,"SASHA election",438,"Students Against Sexual Harassment & Assault (SASHA)","2021-12-09 00:00:00","2021-12-11 00:00:00"
160,"TEST  President 2021/22",441,"Thai Society","2021-12-03 12:00:00","2021-12-04 12:00:00"
161,"Freestyle Dance EGM",133,"Freestyle Dance","2021-12-06 00:01:00","2021-12-07 23:59:00"
164,"Malaysian Society EGM",223,Malaysian,"2021-12-08 00:00:00","2021-12-10 12:00:00"
165,"Cutting Edge EGM - Mentorship Scheme Co-ordinator",96,"Cutting Edge","2021-12-06 00:00:00","2021-12-12 23:58:00"
166,"Taiwanese Society EGM",353,Taiwanese,"2021-12-13 18:00:00","2021-12-18 17:40:00"
167,"Leeds ISoc EGM 2021",178,Islamic,"2021-12-07 08:00:00","2021-12-11 23:59:00"
168,"Table Tennis EGM (NEW)",351,"Table Tennis","2021-12-08 12:01:00","2021-12-15 12:00:00"
169,"PSYCHED EGM",288,"Psyched (Psychiatry)","2021-12-18 09:00:00","2021-12-23 23:59:00"
170,"SFGH EGM",343,"Students for Global Health Leeds","2022-01-05 09:00:00","2022-01-12 23:58:00"
171,"EGM Mexican Student Society Leeds",235,Mexican,"2021-12-20 09:00:00","2021-12-26 17:00:00"
172,"Cycling EGM",97,Cycling,"2021-12-13 13:00:00","2021-12-17 13:00:00"
174,"Street Dance Secretary Committee Position",341,"Street Dance","2021-12-13 00:00:00","2021-12-16 17:00:00"
176,"LUU Stage Musicals Society EGM",339,"Stage Musicals Society","2021-12-10 19:00:00","2021-12-10 20:30:00"
178,"Horse Riding EGM",164,"Horse Riding","2021-12-27 09:00:00","2022-01-04 12:00:00"
179,"Conservatives Society EGM",88,Conservatives,"2022-01-03 17:00:00","2022-01-17 17:00:00"
180,"LOMSS EGM",265,"Oral Medicine & Surgery","2021-12-17 00:01:00","2021-12-23 22:59:00"
181,"LUUWLC EGM",195,"Lacrosse (w)","2022-01-08 09:00:00","2022-01-15 09:00:00"
182,"Test Campus Elections",0,"Not Set","2021-12-14 15:21:00","2021-12-14 15:28:00"
183,"LeadLUU 2022",0,"Not Set","2022-02-28 07:00:00","2022-03-03 19:00:00"
184,"ArabSoc Treasurer",440,"Arab Society","2021-12-17 13:00:00","2021-12-20 13:30:00"
185,"Leeds RAG EGM 2021-22",205,"Leeds RAG","2022-01-10 09:00:00","2022-01-23 23:00:00"
187,"Art Society EGM",22,Art,"2022-01-01 14:00:00","2022-01-10 14:00:00"
188,"Brazilian Jiu Jitsu EGM 2",55,"Brazilian Jiu Jitsu","2021-12-30 00:00:00","2022-01-14 23:58:00"
189,"Leeds Bengali Society Elections EGM 2021",43,Bengali,"2021-12-24 00:00:00","2021-12-31 00:00:00"
190,"German Society EGM",138,German,"2021-12-20 00:00:00","2021-12-22 17:00:00"
191,"Outstanding committee positions EGM",380,Volleyball,"2021-12-27 17:01:00","2022-01-05 17:00:00"
192,"Cross Country EGM",93,"Cross Country","2022-01-03 08:00:00","2022-01-07 21:00:00"
193,"DentSoc Mature Rep EGM",103,DentSoc,"2021-12-25 00:00:00","2021-12-26 23:59:00"
194,"LUU Music Theatre society EGM 2",249,"Musical Theatre Society","2022-01-11 00:01:00","2022-01-13 00:01:00"
195,"National Hindu Students Forum EGM",251,"National Hindu Students Forum","2021-12-31 19:01:00","2022-01-03 19:00:00"
196,"SSAFE EGM Jan 2022",336,"SSAFE (Suicide Support and Awareness for Everyone)","2021-12-30 13:00:00","2022-01-05 11:30:00"
197,"Dancesport January EGM",99,"Dancesport (Ballroom and Latin)","2022-01-03 00:00:00","2022-01-05 23:59:00"
198,"ArabSoc Events Officer",440,"Arab Society","2022-01-07 00:00:00","2022-01-16 00:00:00"
199,"ArabSoc Sports Director",440,"Arab Society","2022-01-07 00:00:00","2022-01-16 00:00:00"
200,"ArabSoc Creaitve Director",440,"Arab Society","2022-01-07 00:00:00","2022-01-16 00:00:00"
201,"Civil Engineering",78,"CivSoc (Civil Engineering)","2022-02-04 00:15:00","2022-02-13 00:00:00"
202,"Belly Dance Semester 2 Committee",42,"Belly Dance Society","2022-01-21 00:00:00","2022-01-31 23:59:00"
203,"British Chinese Society EGM",58,"British Chinese","2022-01-27 00:01:00","2022-01-30 23:58:00"
204,"Linguistics Society EGM",213,Linguistics,"2022-01-12 00:00:00","2022-01-16 23:59:00"
205,"Skydiving 2022 EGM",321,Skydiving,"2022-02-15 00:01:00","2022-02-28 23:59:00"
206,"PsycSoc EGM- Social Sec",289,Psychology,"2022-01-26 14:00:00","2022-02-02 17:00:00"
207,"Astrosoc Spring EGM",26,AstroSoc,"2022-01-26 15:00:00","2022-02-02 14:00:00"
208,"VIBES Bollywood Dance Society EGM",377,"Vibes: Bollywood Dance","2022-01-25 12:30:00","2022-01-30 12:30:00"
209,"Friends of MSF Publicity Reps",135,"Friends of MSF","2022-01-17 20:01:00","2022-01-21 19:59:00"
210,"Cross Country EGM",93,"Cross Country","2022-01-13 18:00:00","2022-01-16 18:00:00"
211,"Malaysian and Singaporean Society OGM",224,"Malaysian & Singaporean","2022-01-24 00:00:00","2022-01-30 17:30:00"
213,"Men's Lacrosse EGM",194,"Lacrosse (m)","2022-01-25 12:00:00","2022-01-26 12:00:00"
214,"Charity and fundraising vote",438,"Students Against Sexual Harassment & Assault (SASHA)","2022-01-26 16:26:00","2022-01-28 16:26:00"
215,"ArabSociety Creative Director",440,"Arab Society","2022-01-20 16:01:00","2022-01-21 16:00:00"
216,"Environment Society",116,"Environmental (EnviroSoc)","2022-01-30 14:00:00","2022-02-06 14:00:00"
217,"Nursing society EGM 2022",260,Nursing,"2022-02-09 12:00:00","2022-02-15 12:00:00"
218,Committee,252,"Natural Sciences","2022-01-25 09:47:00","2022-01-29 12:47:00"
219,"Jiu Jitsu EGM",183,"Jiu Jitsu","2022-02-01 00:01:00","2022-02-04 23:59:00"
220,"BioSoc EGM",49,BioSoc,"2022-02-05 18:00:00","2022-02-12 23:00:00"
221,"SFGH EGM 2022",343,"Students for Global Health Leeds","2022-02-04 22:03:00","2022-02-09 22:03:00"
222,"Activities Exec By-elections",0,"Not Set","2022-02-07 09:00:00","2022-02-09 15:00:00"
223,"Ice Hockey Social Secretary Election",168,"Ice Hockey","2022-02-04 09:03:00","2022-02-11 19:30:00"
224,d,295,Rifle,"2022-04-07 01:00:00","2022-04-30 17:00:00"
225,"LUU Irish Dancing EGM",177,"Irish Dancing","2022-01-30 21:00:00","2022-02-05 09:00:00"
226,"Impromptu Election EGM",172,Indonesian,"2022-02-01 00:24:00","2022-02-10 23:24:00"
227,"VIBES Bollywood Dance Society",377,"Vibes: Bollywood Dance","2022-02-02 17:01:00","2022-02-06 15:01:00"
228,"RIFLE AGM 2022",295,Rifle,"2022-05-12 14:01:00","2022-05-19 17:00:00"
229,"Judo EGM",184,Judo,"2022-02-14 00:00:00","2022-02-21 23:59:00"
230,"Medsoc EGM",233,"MedSoc (Medicine)","2022-02-14 16:00:00","2022-02-19 16:00:00"
231,"Conservative Society Elections",88,Conservatives,"2022-02-12 00:01:00","2022-02-19 23:59:00"
233,"Basketball (m) EGM",38,"Basketball (m)","2022-02-17 10:01:00","2022-02-20 09:59:00"
234,Referendum,246,MSRC,"2022-02-13 09:03:00","2022-02-16 15:59:00"
235,"Conservation Volunteers Election",87,"Conservation Volunteers","2022-02-19 19:00:00","2022-02-21 23:59:00"
237,"Kickboxing and Krav Maga Annual Election",187,"Kickboxing + Krav Maga","2022-03-17 17:30:00","2022-03-21 08:00:00"
241,"Leeds CardioSoc Secretary EGM",448,"CardioSoc (Medics and Dentists)","2022-02-24 14:00:00","2022-02-28 23:59:00"
245,"Backstage AGM",29,Backstage,"2022-03-19 00:01:00","2022-03-25 14:00:00"
246,"Open Theatre EGM",263,"Open Theatre","2022-02-21 00:01:00","2022-02-22 23:59:00"
247,"Plant Soc - EGM",446,"Plant Society","2022-02-28 09:00:00","2022-03-04 17:00:00"
248,"Rowing AGM",299,Rowing,"2022-04-27 20:00:00","2022-05-02 23:59:00"
251,"LUUMC AGM 2022",245,"Mountaineering (Climbing)","2022-03-09 21:03:00","2022-03-09 23:40:00"
252,"Leeds Law AGM",197,Law,"2022-03-14 00:00:00","2022-03-17 00:00:00"
253,"Swing Dance Society EGM",350,"Swing Dance","2022-03-01 00:00:00","2022-03-05 12:00:00"
254,"Make A Smile EGM",221,"Make A Smile","2022-02-27 09:00:00","2022-02-27 10:00:00"
255,"Make A Smile EGM",221,"Make A Smile","2022-03-05 00:00:00","2022-03-07 00:00:00"
256,"ART SOCIETY AGM 2022/23",22,Art,"2022-03-09 00:00:00","2022-03-13 23:59:00"
257,EGM,65,"Canoe Club","2022-02-28 10:20:00","2022-03-01 14:00:00"
258,"DiceSoc AGM 2022",104,DiceSoc,"2022-03-23 08:00:00","2022-03-30 23:59:00"
260,"Leeds University Union Hiking Club AGM 2022",154,Hiking,"2022-03-24 23:00:00","2022-03-25 23:00:00"
261,"Make A Smile EGM 2",221,"Make A Smile","2022-03-07 11:08:00","2022-03-16 11:08:00"
263,"Election test 4 March",396,"Student Activities","2022-03-04 15:44:00","2022-03-04 15:48:00"
264,"LUUMS AGM",219,"LUUMS (Music)","2022-05-02 00:01:00","2022-05-08 23:59:00"
265,"Canoe Club AGM",65,"Canoe Club","2022-03-11 22:01:00","2022-03-15 12:00:00"
266,"CathSoc AGM",69,Catholic,"2022-03-13 18:50:00","2022-03-14 10:00:00"
267,"UOL Tennis Society AGM Election 2021-22",355,"Tennis (m & w)","2022-03-13 09:00:00","2022-03-15 09:00:00"
268,"LUUSAC 2022 AGM",345,"Sub Aqua (Scuba Diving)","2022-05-09 09:00:00","2022-05-13 23:59:00"
269,"Scout and Guide AGM",313,"Scout & Guide","2022-05-02 12:00:00","2022-05-08 12:00:00"
270,"Leeds PhilSoc EGM",277,"Philosophy (Leeds University Philosophical Society)","2022-03-15 18:04:00","2022-03-16 23:04:00"
271,"Archery AGM",20,Archery,"2022-05-02 00:00:00","2022-05-08 00:00:00"
272,"Leeds Snowriders AGM",322,Snowriders,"2022-04-29 12:00:00","2022-04-29 22:00:00"
273,"Leeds Snowriders AGM",322,Snowriders,"2023-05-18 22:00:00","2023-05-19 22:01:00"
275,"Make A Smile EGM 3",221,"Make A Smile","2022-03-14 13:20:00","2022-03-15 13:20:00"
277,"Christian Union AGM",77,"Christian Union","2022-03-13 17:00:00","2022-03-14 20:30:00"
278,"Nordic Society AGM 2022",428,"Nordic Society","2022-05-02 00:00:00","2022-05-08 23:59:00"
279,"Ultimate Frisbee AGM 2022",372,"Ultimate Frisbee","2022-04-27 17:01:00","2022-04-27 20:55:00"
280,"Test 17 March am",396,"Student Activities","2022-03-17 10:45:00","2022-03-17 10:50:00"
281,"Malaysian Society (LUMSOC) AGM",223,Malaysian,"2022-04-30 16:00:00","2022-05-05 23:59:00"
282,"Commuters' Society AGM",85,Commuters,"2022-05-02 08:00:00","2022-05-08 23:00:00"
283,"LUU Wine Society AGM",386,Wine,"2022-04-05 09:00:00","2022-04-19 20:11:00"
284,"Leeds Young Liberals AGM",399,"Young Liberals","2022-05-02 00:00:00","2022-05-08 00:00:00"
285,"CompSoc Committee Elections",86,CompSoc,"2022-04-25 00:01:00","2022-05-01 23:59:00"
286,"Music Theatre Society AGM",249,"Musical Theatre Society","2022-05-02 00:01:00","2022-05-08 23:59:00"
287,"Italian Society AGM",179,"Italian Society","2022-05-02 00:00:00","2022-05-08 23:59:00"
288,"Ice Hockey - Annual General Meeting",168,"Ice Hockey","2022-05-02 00:00:00","2022-05-08 23:59:00"
289,"Leeds Student Community First Responders AGM",84,"Community First Responders","2022-04-19 00:01:00","2022-04-26 21:00:00"
290,"Big Open Party AGM Elections",47,"Big Open Party","2022-04-20 12:01:00","2022-04-30 12:00:00"
291,"Swing Dance Society AGM",350,"Swing Dance","2022-05-02 00:00:00","2022-05-08 23:59:00"
292,"Women In Leadership AGM",389,"Women In Leadership","2022-04-29 00:00:00","2022-05-06 23:59:00"
293,"Leeds Labour Society AGM",193,Labour,"2022-05-02 00:01:00","2022-05-08 23:59:00"
294,"Her Campus AGM",152,"Her Campus","2022-04-30 00:01:00","2022-05-08 00:00:00"
295,"Sexpression AGM",314,Sexpression,"2022-05-02 06:00:00","2022-05-08 18:00:00"
296,"LUU Dodgeball Society AGM",107,Dodgeball,"2022-05-02 00:01:00","2022-05-08 23:59:00"
297,"High On Life AGM",153,"High on Life","2022-05-02 00:01:00","2022-05-08 23:59:00"
298,"Test 21 March am",396,"Student Activities","2022-03-21 11:33:00","2022-03-21 11:44:00"
299,"Test 21 March pm",396,"Student Activities","2022-03-21 12:01:00","2022-03-21 12:05:00"
300,"The Scribe EGM",361,"The Scribe","2022-05-06 00:00:00","2022-05-09 23:59:00"
301,"French Society Elections April 2022",134,French,"2022-05-02 00:01:00","2022-05-08 23:58:00"
302,"PsycSoc AGM - 2022",289,Psychology,"2022-05-02 00:01:00","2022-05-08 23:59:00"
303,"LAMMPS AGM 2022",196,LAMMPS,"2022-05-01 16:00:00","2022-05-08 19:00:00"
304,"Stitch n' Bitch AGM",340,"Stitch & Bitch","2022-05-02 00:00:00","2022-05-08 23:59:00"
305,"Jazz and Blues Society AGM",181,"Jazz & Blues","2022-05-02 10:00:00","2022-05-10 14:00:00"
306,"Motorsport Society AGM",244,"Motorsport Society","2022-05-02 00:01:00","2022-05-08 23:59:00"
307,"Test 22 March am",396,"Student Activities","2022-03-22 09:42:00","2022-03-22 09:50:00"
308,"SSAFE AGM 2O22/23",336,"SSAFE (Suicide Support and Awareness for Everyone)","2022-05-02 00:01:00","2022-05-08 23:59:00"
309,"Tennis AGM 21-22 Extra Positions",355,"Tennis (m & w)","2022-03-24 10:00:00","2022-03-25 16:00:00"
310,"Leeds Uni Boob Team AGM",208,"Leeds Uni Boob Team","2022-05-07 00:01:00","2022-05-13 23:59:00"
311,"University of Leeds Gymnastics AGM",146,Gymnastics,"2022-05-02 00:00:00","2022-05-08 23:59:00"
312,"BioSoc Annual AGM Election",49,BioSoc,"2022-05-02 08:00:00","2022-05-08 23:59:00"
313,"Darts Society AGM",100,Darts,"2022-05-02 19:30:00","2022-05-08 21:00:00"
314,"Chinese Society AGM",76,Chinese,"2022-04-05 00:00:00","2022-04-09 00:00:00"
316,"Bulgarian Society AGM",62,Bulgarian,"2022-05-02 00:01:00","2022-05-08 23:59:00"
317,"Test election 24 March am",396,"Student Activities","2022-03-24 09:16:00","2022-03-24 09:23:00"
318,"Leeds Freestyle Dance AGM",133,"Freestyle Dance","2022-05-02 00:01:00","2022-05-08 00:00:00"
319,"LUUWLC AGM 2022",195,"Lacrosse (w)","2022-05-14 09:00:00","2022-05-21 12:00:00"
320,"Adventist Students on Campus Society AGM",5,"Adventist Students on Campus","2022-05-29 00:00:00","2022-05-31 23:59:00"
321,"Japanese Society AGM",180,Japanese,"2022-05-02 01:30:00","2022-05-06 23:59:00"
322,"AvSoc Elections 2022-23",28,Aviation,"2022-04-15 12:01:00","2022-04-25 12:00:00"
